id,malware_family,platform,writing_style,description,severity,behaviors,retrieval_queries,candidate_strings,api_calls,registry_keys,mutex_names,domains,yara_template_hint,expected_yara_features,yara_tags
447,botnet,android,technique,"L'échantillon exécute des campagnes DDoS sur ordre du contrôleur, enrôle la machine dans un réseau de zombies contrôlé à distance, demande les droits Device Administrator afin de résister à la désinstallation.",élevé,command_and_control|impact|persistence|defense_evasion,botnet|réseau de zombies|botnet android mobile APK|attaque par déni de service,NICK |USER |/api/bot/checkin|PRIVMSG,HttpURLConnection|AlarmManager|Socket|WakefulBroadcastReceiver,,,static-asset-host.com|api-telemetry-node.com,bot_enrollment|ddos|device_admin_abuse,c2_checkin_string|ddos_command_string|DeviceAdminReceiver|HttpURLConnection|AlarmManager|NICK |USER ,botnet|android|élevé|bot_enrollment|ddos|device_admin_abuse
448,botnet,android,alerte_courte,SIGNALEMENT : menace qui intègre le poste compromis à un parc de bots coordonnés et énumère les informations système et le domaine.,élevé,command_and_control|discovery,réseau de zombies|attaque DDoS|botnet android mobile APK,NICK |USER |stratum+tcp://|PRIVMSG,AlarmManager|Socket|HttpURLConnection|WakefulBroadcastReceiver,,,win-update-patch.net|license-activation-srv.net,bot_enrollment|system_discovery,c2_checkin_string|systeminfo_enum|AlarmManager|Socket|NICK |USER ,botnet|android|élevé|bot_enrollment|system_discovery
449,botnet,windows,description_detaillee,"L'examen comportemental indique que l'échantillon utilise une souscription WMI pour se déclencher. Par ailleurs, il rattache l'hôte infecté à une infrastructure de commande centralisée.",élevé,command_and_control|persistence,communication C2 bot|attaque DDoS|botnet windows,NICK |/api/bot/checkin|stratum+tcp://|USER |PRIVMSG,InternetOpenW|send|recv|socket,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,Global\BotNetClientMtx,license-activation-srv.net,bot_enrollment|wmi_subscription,c2_checkin_string|wmi_event_consumer|InternetOpenW|send|NICK |/api/bot/checkin|HKCU_Run_Key,botnet|windows|élevé|bot_enrollment|wmi_subscription
450,botnet,windows,description_detaillee,"Le rapport technique détaille un programme qui intègre le poste compromis à un parc de bots coordonnés. Par ailleurs, il assure sa persistance via une clé Run du registre.",élevé,command_and_control|persistence,attaque DDoS|minage clandestin|botnet windows,USER |!ddos|PRIVMSG|/api/bot/checkin|stratum+tcp://,connect|recv|socket|send,HKLM\Software\Microsoft\Windows NT\CurrentVersion\Winlogon|HKLM\System\CurrentControlSet\Services,Global\BotNetClientMtx,static-asset-host.com|cloud-sync-status.org,bot_enrollment|registry_persistence,c2_checkin_string|HKCU_Run_Key|connect|recv|USER |!ddos,botnet|windows|élevé|bot_enrollment|registry_persistence
451,botnet,windows,reponse_incident,"Lors de l'incident, l'acteur a déployé un outil qui déploie un service système malveillant au démarrage, puis exécute des campagnes DDoS sur ordre du contrôleur, puis rattache l'hôte infecté à une infrastructure de commande centralisée.",élevé,command_and_control|impact|persistence,réseau de zombies|minage clandestin|communication C2 bot|botnet windows|attaque par déni de service,/api/bot/checkin|stratum+tcp://|!ddos|USER ,connect|socket|InternetOpenW,HKLM\Software\Microsoft\Windows NT\CurrentVersion\Winlogon,Global\ZombieGuard,analytics-collector.io|cloud-sync-status.org,bot_enrollment|ddos|windows_service,c2_checkin_string|ddos_command_string|service_install_string|connect|socket|/api/bot/checkin|stratum+tcp://|HKCU_Run_Key,botnet|windows|élevé|bot_enrollment|ddos|windows_service
452,botnet,linux,alerte_courte,SIGNALEMENT : menace qui exécute des campagnes DDoS sur ordre du contrôleur et lance un mineur clandestin en tâche de fond.,élevé,impact|persistence,réseau de zombies|minage clandestin|botnet linux|attaque par déni de service,NICK |PRIVMSG|USER ,fork|send|socket,,,,ddos|cryptomining|shell_profile,ddos_command_string|stratum+tcp://|bashrc_modification|fork|send|NICK |PRIVMSG,botnet|linux|élevé|ddos|cryptomining|shell_profile
453,botnet,linux,alerte_courte,DÉTECTION : menace qui altère ~/.bashrc pour se relancer à l'ouverture du terminal et exécute des campagnes DDoS sur ordre du contrôleur.,élevé,impact|persistence,communication C2 bot|réseau de zombies|botnet|botnet linux|attaque par déni de service,/api/bot/checkin|!ddos|stratum+tcp://,recv|socket|send|connect,,,,ddos|shell_profile,ddos_command_string|bashrc_modification|recv|socket|/api/bot/checkin|!ddos,botnet|linux|élevé|ddos|shell_profile
454,botnet,linux,alerte_courte,SIGNALEMENT : menace qui déploie une unité systemd afin de persister au boot et exploite le processeur de la victime à des fins de minage.,élevé,impact|command_and_control|persistence,botnet|communication C2 bot|botnet linux,/api/bot/checkin|USER |NICK |stratum+tcp://|PRIVMSG,socket|fork|send,,,win-update-patch.net|license-activation-srv.net,cryptomining|bot_enrollment|systemd_service,stratum+tcp://|c2_checkin_string|systemd_unit_file|socket|fork|/api/bot/checkin|USER ,botnet|linux|élevé|cryptomining|bot_enrollment|systemd_service
455,botnet,linux,technique,"L'échantillon génère du trafic d'inondation vers une cible désignée, lance un mineur clandestin en tâche de fond, déploie une unité systemd afin de persister au boot.",élevé,impact|persistence,réseau de zombies|communication C2 bot|attaque DDoS|botnet linux|attaque par déni de service,NICK |PRIVMSG|/api/bot/checkin,send|socket|recv|connect|fork,,,,ddos|cryptomining|systemd_service,ddos_command_string|stratum+tcp://|systemd_unit_file|send|socket|NICK |PRIVMSG,botnet|linux|élevé|ddos|cryptomining|systemd_service
456,botnet,linux,rapport_analyste,Le binaire analysé détourne les ressources de la machine pour miner de la cryptomonnaie. Il planifie son lancement via une entrée crontab.,élevé,impact|persistence,minage clandestin|communication C2 bot|botnet linux,NICK |USER |stratum+tcp://|/api/bot/checkin|!ddos,socket|send|recv,,,,cryptomining|cron_persistence,stratum+tcp://|crontab_entry|socket|send|NICK |USER ,botnet|linux|élevé|cryptomining|cron_persistence
457,botnet,android,description_detaillee,"Le rapport technique détaille un programme qui énumère les informations système et le domaine. Par ailleurs, il abuse des privilèges d'administrateur de l'appareil pour persister. Par ailleurs, il génère du trafic d'inondation vers une cible désignée. Par ailleurs, il intègre le poste compromis à un parc de bots coordonnés.",élevé,command_and_control|impact|persistence|defense_evasion|discovery,réseau de zombies|botnet|botnet android mobile APK|attaque par déni de service,stratum+tcp://|USER |NICK |!ddos|/api/bot/checkin,HttpURLConnection|WakefulBroadcastReceiver|Socket,,,license-activation-srv.net|ns1.dynamic-resolver.net,bot_enrollment|ddos|device_admin_abuse|system_discovery,c2_checkin_string|ddos_command_string|DeviceAdminReceiver|systeminfo_enum|HttpURLConnection|WakefulBroadcastReceiver|stratum+tcp://|USER ,botnet|android|élevé|bot_enrollment|ddos|device_admin_abuse|system_discovery
458,botnet,windows,technique,"L'échantillon lance un mineur clandestin en tâche de fond, se réinscrit au démarrage par une clé du registre.",élevé,impact|persistence,attaque DDoS|réseau de zombies|botnet windows,PRIVMSG|NICK |stratum+tcp://|/api/bot/checkin,socket|InternetOpenW|send|connect|recv,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,Global\BotNetClientMtx,,cryptomining|registry_persistence,stratum+tcp://|HKCU_Run_Key|socket|InternetOpenW|PRIVMSG|NICK ,botnet|windows|élevé|cryptomining|registry_persistence
459,botnet,android,alerte_courte,ALERTE : menace qui enrôle la machine dans un réseau de zombies contrôlé à distance et exploite l'Accessibility Service afin de maintenir son emprise.,élevé,command_and_control|persistence|defense_evasion,réseau de zombies|communication C2 bot|botnet android mobile APK,/api/bot/checkin|stratum+tcp://|USER |NICK |PRIVMSG,HttpURLConnection|AlarmManager|WakefulBroadcastReceiver|Socket,,,license-activation-srv.net|mail-relay-gateway.org,bot_enrollment|accessibility_abuse,c2_checkin_string|AccessibilityService|HttpURLConnection|AlarmManager|/api/bot/checkin|stratum+tcp://,botnet|android|élevé|bot_enrollment|accessibility_abuse
460,botnet,android,reponse_incident,"Au cours de la réponse à incident, on a constaté que la menace demande les droits Device Administrator afin de résister à la désinstallation, puis enrôle la machine dans un réseau de zombies contrôlé à distance.",élevé,command_and_control|persistence|defense_evasion,attaque DDoS|communication C2 bot|botnet|botnet android mobile APK,!ddos|NICK |USER ,HttpURLConnection|WakefulBroadcastReceiver|AlarmManager|Socket,,,static-asset-host.com|analytics-collector.io,bot_enrollment|device_admin_abuse,c2_checkin_string|DeviceAdminReceiver|HttpURLConnection|WakefulBroadcastReceiver|!ddos|NICK ,botnet|android|élevé|bot_enrollment|device_admin_abuse
461,botnet,android,technique,"L'échantillon intègre le poste compromis à un parc de bots coordonnés, énumère les informations système et le domaine.",élevé,command_and_control|discovery,minage clandestin|communication C2 bot|botnet android mobile APK,PRIVMSG|USER |/api/bot/checkin|!ddos,AlarmManager|Socket|WakefulBroadcastReceiver|HttpURLConnection,,,update-service-check.com|ns1.dynamic-resolver.net,bot_enrollment|system_discovery,c2_checkin_string|systeminfo_enum|AlarmManager|Socket|PRIVMSG|USER ,botnet|android|élevé|bot_enrollment|system_discovery
462,botnet,linux,rapport_analyste,L'implant identifié exploite le processeur de la victime à des fins de minage. Il planifie son lancement via une entrée crontab et intègre le poste compromis à un parc de bots coordonnés.,élevé,command_and_control|impact|persistence,attaque DDoS|réseau de zombies|botnet|botnet linux,stratum+tcp://|PRIVMSG|!ddos,socket|fork|send,,,api-telemetry-node.com|ns1.dynamic-resolver.net,bot_enrollment|cryptomining|cron_persistence,c2_checkin_string|stratum+tcp://|crontab_entry|socket|fork|PRIVMSG,botnet|linux|élevé|bot_enrollment|cryptomining|cron_persistence
463,botnet,android,description_detaillee,"Une analyse approfondie montre que la menace cartographie l'environnement avant d'agir. Par ailleurs, il exécute des campagnes DDoS sur ordre du contrôleur. Par ailleurs, il enregistre un récepteur de démarrage pour se relancer au boot. Par ailleurs, il intègre le poste compromis à un parc de bots coordonnés.",élevé,impact|command_and_control|persistence|discovery,minage clandestin|attaque DDoS|botnet android mobile APK|attaque par déni de service,NICK |stratum+tcp://|/api/bot/checkin|PRIVMSG,Socket|AlarmManager|WakefulBroadcastReceiver|HttpURLConnection,,,win-update-patch.net|ns1.dynamic-resolver.net,ddos|bot_enrollment|boot_receiver|system_discovery,ddos_command_string|c2_checkin_string|BOOT_COMPLETED_receiver|systeminfo_enum|Socket|AlarmManager|NICK |stratum+tcp://,botnet|android|élevé|ddos|bot_enrollment|boot_receiver|system_discovery
464,botnet,windows,alerte_courte,DÉTECTION : menace qui détourne les ressources de la machine pour miner de la cryptomonnaie et génère du trafic d'inondation vers une cible désignée.,élevé,impact|persistence|discovery,botnet|minage clandestin|attaque DDoS|botnet windows|attaque par déni de service,/api/bot/checkin|NICK |stratum+tcp://,InternetOpenW|connect|recv|socket,HKLM\Software\Microsoft\Windows NT\CurrentVersion\Winlogon|HKLM\Software\Microsoft\Windows\CurrentVersion\Run,Global\ZombieGuard,,cryptomining|ddos|scheduled_task|system_discovery,stratum+tcp://|ddos_command_string|schtasks_create|systeminfo_enum|InternetOpenW|connect|/api/bot/checkin|NICK ,botnet|windows|élevé|cryptomining|ddos|scheduled_task|system_discovery
465,botnet,linux,rapport_analyste,Le binaire analysé génère du trafic d'inondation vers une cible désignée. Il intègre le poste compromis à un parc de bots coordonnés et détourne les scripts d'initialisation système.,élevé,command_and_control|impact|persistence,communication C2 bot|attaque DDoS|botnet linux|attaque par déni de service,NICK |/api/bot/checkin|stratum+tcp://|PRIVMSG|!ddos,socket|fork|send|connect,,,update-service-check.com|win-update-patch.net,bot_enrollment|ddos|rc_local,c2_checkin_string|ddos_command_string|rc.local_modification|socket|fork|NICK |/api/bot/checkin,botnet|linux|élevé|bot_enrollment|ddos|rc_local
466,botnet,android,reponse_incident,"Lors de l'incident, l'acteur a déployé un outil qui exploite l'Accessibility Service afin de maintenir son emprise, puis détourne les ressources de la machine pour miner de la cryptomonnaie.",élevé,impact|persistence|defense_evasion,minage clandestin|attaque DDoS|réseau de zombies|botnet android mobile APK,!ddos|USER |PRIVMSG,WakefulBroadcastReceiver|AlarmManager|HttpURLConnection,,,,cryptomining|accessibility_abuse,stratum+tcp://|AccessibilityService|WakefulBroadcastReceiver|AlarmManager|!ddos|USER ,botnet|android|élevé|cryptomining|accessibility_abuse
467,botnet,windows,rapport_analyste,Cette souche participe à des attaques par déni de service distribué. Il détourne les ressources de la machine pour miner de la cryptomonnaie et assure sa persistance via une clé Run du registre.,élevé,impact|persistence,botnet|communication C2 bot|minage clandestin|botnet windows|attaque par déni de service,stratum+tcp://|/api/bot/checkin|!ddos|PRIVMSG,InternetOpenW|socket|connect|recv|send,HKCU\Software\Microsoft\Windows\CurrentVersion\RunOnce|HKLM\System\CurrentControlSet\Services,Global\ZombieGuard,,ddos|cryptomining|registry_persistence,ddos_command_string|stratum+tcp://|HKCU_Run_Key|InternetOpenW|socket|/api/bot/checkin,botnet|windows|élevé|ddos|cryptomining|registry_persistence
468,botnet,linux,reponse_incident,"Lors de l'incident, l'acteur a déployé un outil qui exécute des campagnes DDoS sur ordre du contrôleur, puis planifie son lancement via une entrée crontab.",élevé,impact|persistence,attaque DDoS|minage clandestin|botnet|botnet linux|attaque par déni de service,/api/bot/checkin|USER |NICK ,fork|connect|socket|send,,,,ddos|cron_persistence,ddos_command_string|crontab_entry|fork|connect|/api/bot/checkin|USER ,botnet|linux|élevé|ddos|cron_persistence
469,botnet,linux,alerte_courte,SIGNALEMENT : menace qui participe à des attaques par déni de service distribué et déploie une unité systemd afin de persister au boot.,élevé,impact|command_and_control|persistence,botnet|réseau de zombies|attaque DDoS|botnet linux|attaque par déni de service,NICK |USER |stratum+tcp://|PRIVMSG,fork|recv|socket,,,static-asset-host.com|analytics-collector.io,ddos|bot_enrollment|systemd_service,ddos_command_string|c2_checkin_string|systemd_unit_file|fork|recv|NICK |USER ,botnet|linux|élevé|ddos|bot_enrollment|systemd_service
470,botnet,windows,rapport_analyste,Cette souche crée une tâche planifiée pour se relancer périodiquement. Il intègre le poste compromis à un parc de bots coordonnés et génère du trafic d'inondation vers une cible désignée.,élevé,impact|command_and_control|persistence,réseau de zombies|botnet|minage clandestin|botnet windows|attaque par déni de service,!ddos|USER |PRIVMSG|/api/bot/checkin,send|recv|connect|InternetOpenW|socket,HKLM\Software\Microsoft\Windows NT\CurrentVersion\Winlogon,Global\ZombieGuard,mail-relay-gateway.org|update-service-check.com,ddos|bot_enrollment|scheduled_task,ddos_command_string|c2_checkin_string|schtasks_create|send|recv|!ddos|USER |HKCU_Run_Key,botnet|windows|élevé|ddos|bot_enrollment|scheduled_task
